,title,health,ingredients,weight,price,image
309,"Chinese Shui Yun You, Award winning Raw Pu'er Tea Cake- 2008 (357 gms)","Refreshes the body, Cleanses heat toxins, Summer cooler, Aids digestion, Promotes weight loss.",Whole leaves Pu'er Tea,357 gms | 952 Cups,"Rs.7,649",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT21_1000x.jpg?v=1609408027
310,Chinese Mengku Raw  Cake (250 gms),"Contains anti-cancer properties, prevents stress and aids digestion, Lowers cholesterol, purifies blood.",Whole leaves Pu'er Tea,250 gms | 500 Cups,"Rs.8,150",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT-02_1000x.jpg?v=1562843972
311,Chinese Bing Dao Raw  Cake- Platine (200 gms),"Lowers cholesterol, Blood purifier, Aids digestion and sleep, Carries anti-aging and anti-stress properties.",Whole leaves Pu'er Tea,200 gms | 500 Cups,"Rs.12,649",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT01_1000x.jpg?v=1609407920
312,"Chinese Chrysanthemum Raw Tablet, 40Pcs","Relieves stress, Recommended for elderly, Helps regulate blood sugar level and cholesterol, Helps maintain a healthy stomach, Improves eyesight.",Whole leaves Pu'er Tea,40 pcs | 160 cups,"Rs.1,349",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT17_1000x.jpg?v=1581415838
313,Sweet Anise,1. Packed with antioxidants 2. Good for joints 3. Good for eyes 4. Relieves stress 5. Prevents respiratory disorders 6. Relaxant,"Yellow Chrysanthemum petals, Star Anise","Tea Pouch, 100 gms = 76 Cups","Rs.1,199",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/SweetAnise_1000x.jpg?v=1609228848
314,"Chinese Yellow Bud - Platine loose leaf Tea tin, 75G","High in anti-oxidants, Good for anti-aging and weight loss, Increases appetite, Contributes to stronger bones, Teeth as well as mental agility.",Whole leaves Yellow Tea,75 gms | 124 cups,"Rs.2,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/YT03_1000x.jpg?v=1581329387
315,"Chinese Huo Shan Huang Ya - Or Yellow Loose Leaf Tea Tin, 100G","Rich in anti-oxidants, Helps fight cancer, Good for cardiovascular health, Promotes anti-aging, Protects the bones.",Whole leaves Yellow Tea,100 gms | 100 cups,"Rs.2,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/YT01_1000x.jpg?v=1581402971
316,Chinese Raw Mushroom Lincang Pu'er Tea - 250 gms,"Boosts weight loss, Anti-aging, Cardiovascular health, Digestion.",Whole leaves Designer Tea,250 gms | 500 cups,"Rs.6,500",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DT-09_1000x.jpg?v=1563011721
317,"Designer Rose Flower tea Cake, 5 kilo","Aids metabolism and digestion, Promotes weight loss, Rich in anti-oxidants, Great for womens health.",Whole leaves Designer Tea,5 Kilo | 5000 cups,"Rs.50,000",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DT-05_1000x.jpg?v=1563011855
318,"Darjeeling Moon Drop Designer Loose Tea Tin, 75G","Good for skin, Detox, Anti-aging, Immune system, Digestion.",Whole leaves Designer Tea,75 gms | 124 cups,"Rs.2,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DT04_75f1fc81-ab5e-48df-9905-efa8d8878ca5_1000x.jpg?v=1581416210
319,"Indian Organic Moonlight Designer - Platine Loose Leaf Tea Pouch, 100G","High in anti-oxidants, Fights stomach problems, common cold symptoms, promotes body fat loss, Rejuvenates mind and body.",Whole leaves Designer Tea,100 gms | 166 cups,"Rs.3,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DT01_4c730449-dd7a-4130-989b-8719e3db5b94_1000x.jpg?v=1581147918
320,Chinese White Silver Needle Tea Cake ( 200 gms ),"Packed with anti-oxidants, Boosts immunity, Weight loss, Relaxation, Aids digestion.",Whole leaves White Tea,200 gms | 200 cups,"Rs.9,600",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/WT-07_1000x.jpg?v=1562849188
321,"Organic Fukamushicha, 75g","High in anti-oxidants, Prevents cancer, Lowers cholesterol, Diabetes, Helps in weight loss, Good for the heart.",Whole leave green tea,75 gms | 75 cups,"Rs.1,899",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT56_b13cddf9-8896-41b1-88db-bd941ea711a7_1000x.jpg?v=1612436785
322,"Ganlu, 50g","Packed with anti-oxidants, Aids immune system, Mental agility, Prevents cancer, Lowers cholesterol, Reduces stress.",Whole leave green tea,50 gms | 66 cups,"Rs.1,699",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT38_1000x.jpg?v=1612774297
323,"Organic Xueji Huixin Bud, 50g","Packed with anti-oxidants, Rejuvenates body, Boosts memory, Controls weight, Promotes longevity, Protects skin from UV rays.",Whole leave green tea,50 gms | 66 cups,"Rs.1,299",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT37_1000x.jpg?v=1612431950
324,"Organic Xueji Chanxin Bud, 75g","Rich in anti-oxidants, Relaxant, Cooling, Promotes weight loss, Anti-aging.",Whole leave green tea,75 gms | 99 cups,Rs.999,https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT36_1000x.jpg?v=1612431706
325,"Organic Chun Yu Song, 50g","Packed with anti-oxidants, Aids longevity, Memory, Weight loss, Skin protection, Controls cholesterol, Controls diabetes.",Whole leave green tea,50 gms | 66 cups,"Rs.1,299",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT34_e514a3d4-e024-4ff1-9e78-b84dd660f860_1000x.jpg?v=1612431202
326,"Chanxin Queshe Bud, 50g","Promotes anti-aging, Weight loss, Lowers blood pressure, Refreshes the mind and body.",Whole leave green tea,50 gms= 66 cups,"Rs.1,599",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT27_1000x.jpg?v=1612427539
327,"Maofeng, 100g","Aids weight loss, Anti-aging, High in anti-oxidants, Good for dental care, Strengthens immune system.",Whole leave green tea,100 gms= 100 cups,"Rs.1,799",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT15_6def93a4-a3d6-41f1-82fb-c6aec73e9bc9_1000x.jpg?v=1612425545
328,"Taiping Houkui, 75g","Quenches thirst, Prevents tooth decay, Helps digestion, Protects skin from damage, Relieves fatigue, Lowers blood pressure, Anti-aging.",Whole leave green tea,75 gms = 50 cups,"Rs.1,999",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/10_d39b3af8-1be6-4081-8dea-78f3f5c4d9d8_1000x.jpg?v=1615297669
329,"Xiang, 200g","Rich in anti-oxidants, Good for weight loss, Anti-aging, Lowers cholesterol, Strengthens immune system",Whole leave green tea,200 gms= 200 cups,"Rs.1,999",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT09_7033a0a7-172b-419e-9aa9-3ffad80340df_1000x.jpg?v=1612774486
330,"Marriage of Marigold Blooming Tea, 10pcs","The sunny sight of 2 Marigold flowers intricately tied with green tea leaves, instantly enlivens your mood with calming whiffs. Revered for its medicinal benefits for thousands of years, every cup of this blooming tea rejuvenates your insides and gently hydrates your body. Marigold also has an abundance of antiviral, antifungal and antibacterial properties that guard you against infections.Our vibrant Marigold blooms are delicately hand woven with care, and masterfully tied together with tender green tea leaves to create a blooming tea that delights all your senses. When the tea bloom is dropped in freshly boiled water, it “blooms” magically in your teapot or glass like a flower.Taste NotesExperience a luscious hydrating mouthfeel with mellow, floral flavours.Multiple InfusionsDon't throw away your tea after steeping it! One of the greatest advantage of drinking whole leaf tea is that each serving of leaves can be re-steeped many times.This tea can be re-steeped 3 times. We recommend using 1 Piece of this whole leaf tea for 150ml of water10 Pcs= 30 Cups of teaWe recommend returning to any used tea leaves within the day.Good for digestion, Anti-septic, Skin care, Immune system, Good for Eyes, Eases cramps.",2 Marigolds,10 pcs | 30 cups,"Rs.1,199",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/TBL_12_1000x.jpg?v=1615446499
331,"Jive of Jasmine & Marigold Blooming Tea, 10pcs","The best floral enchantment is here to nourish you as tender green tea leaves are delicately wrapped with blooms of 1 Marigold and 5 Jasmine flowers in this blooming tea. Bright yellow hues of Marigold and therapeutic Jasmine scents enhance your mood and bring a burst of misty hydration while soothingly cleansing your insides.  Our Marigold and Jasmine flowers are delicately hand woven with care, and masterfully tied together with tender green tea leaves to create a blooming tea that delights all your senses. When the tea bloom is dropped in freshly boiled water, it “blooms” magically in your teapot or glass like a flower. Taste NotesA balanced floral taste is highlighted with refreshing aromas throughout.Multiple InfusionsDon't throw away your tea after steeping it! One of the greatest advantage of drinking whole leaf tea is that each serving of leaves can be re-steeped many times.This tea can be re-steeped 3 times. We recommend using 1 Piece of this whole leaf tea for 150ml of water10 Pcs= 30 Cups of teaWe recommend returning to any used tea leaves within the day.Good for digestion, Good for Skin, Immunity, Relaxation, Relieves stress, Good for heart.",1 marigold + 5 jasmines,10 pcs | 30 cups,"Rs.1,199",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/TBL_09_1000x.jpg?v=1615446322
332,"Lily & Osmanthus Blooming Tea, 10pcs","Sacred and alluring, these blooms are truly match made in heaven. Fine green tea leaves are delicately wrapped with fragrant blossoms of 1 Lily and Osmanthus flower petals as their aromatherapeutic properties naturally detox your body while also enrapturing your senses in a sunshine-like visual delight!Our striking flowers of Lily & Osmanthus, are delicately hand woven with care and masterfully tied together with tender green tea leaves to create a blooming tea that delights all your senses. When the tea bloom is dropped in freshly boiled water, it “blooms” magically in your teapot or glass like a flower.Taste Notes: Vibrant floral notes with mellow herbaceous tones.Multiple Infusions:Don't throw away your tea after steeping it! One of the greatest advantage of drinking whole leaf tea is that each serving of leaves can be re-steeped many times.This tea can be re-steeped 3 times. We recommend using 1 Piece of this whole leaf tea for 150ml of water10 Pcs= 30 Cups of teaWe recommend returning to any used tea leaves within the day.Packed with anti-oxidants, Relieves stress, Detoxifies body, Aids weight loss, Good for skin and eyes.",1 lily + osmanthus petals,10 pcs | 30 cups,"Rs.1,199",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/TBL_04_1000x.jpg?v=1615445937
333,"Chinese The Marigold Match Blooming Tea, 10 pcs","The vibrant, chrome yellow hues of Marigold instantly enliven your mood just by the sight of this tea with refined green tea leaves intricately tied around graceful blooms of 2 marigolds flowers. Revered for its medicinal benefits, every cup of this blooming tea rejuvenates your insides and gently hydrates your body.The layered petals of our Marigold blooms are delicately hand woven with care and masterfully tied together with tender green tea leaves to create a blooming tea that delights all your senses. When the tea bloom is dropped in freshly boiled water, it “blooms” magically in your teapot or glass like a flower.Taste Notes:Experience a content and hydrating mouthfeel with mellow, floral flavours.Multiple InfusionsDon't throw away your tea after steeping it! One of the greatest advantage of drinking whole leaf tea is that each serving of leaves can be re-steeped many times.This tea can be re-steeped 3 times. We recommend using 1 Piece of this whole leaf tea for 150ml of water10 Pcs = 30 Cups of teaWe recommend returning to any used tea leaves within the day.Good for digestion, Anti-septic, Skin care, Immune system, Good for Eyes, Eases cramps.",2 marigolds,10 pcs | 30 cups,"Rs.1,199",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/TBL_03_571ffc80-e8b9-4516-858f-896e008649ab_1000x.jpg?v=1615447044
334,"Organic Darjeeling FTGFOP 1 (Clonal) 2nd Flush loose leaf Black Tea tin, 100G","Good for heart health, Bones, Weight loss, Dental health, Packed with anti-oxidants.",Whole leaves Black Tea,100 gms | 132 cups,"Rs.1,549",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT30-2_1000x.jpg?v=1623665066
335,"Chinese Gong Fu Red - Or loose leaf Tea Jar, 150G","Good for cardiovascular health, Cholesterol control, Lowers blood pressure, Relieves hypertension.",Whole leaves Black Tea,150 gms | 198 cups,"Rs.1,949",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT21_1000x.jpg?v=1581405728
336,"Organic Soul of Darjeeling FTGFOP-1 First Flush- Platine Loose Leaf Black Tea Tin, 100G","Packed with anti-oxidants, Good for cholesterol, Cardiovascular health, Weight loss, Stress relief.",Whole leaves Black Tea,100 gms | 132 cups,"Rs.2,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT17_B_-1_1000x.jpg?v=1623664030
337,Chinese Yao Wang Herbal Tea- Platine,"Good for insomnia, Controls blood pressure, Prevents stomach problems, Irregular menstruation, Rich in anti-oxidants, Strengthens the immune system, Anti-aging.",Whole leaves Herbal Tea,1 pcs | 40 cups,"Rs.3,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DSC01825_1000x.jpg?v=1605260273
338,"Full of Surprises Iced Tea tin, 30 pcs","Reduces hypertension, Premature... 
                More Details",Organic Green Rooibos & Mint,30 pcs | 30 cups,"Rs.1,949",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/IC-08-2_1000x.jpg?v=1640179195
339,"Natural Spring Tea Tin, 30 pcs","Packed with anti-oxidants, Removes toxins, Promotes relaxation, Prevents digestive issues, Detoxifies the body.","Organic White Bai Mudan leaves, French Lavender buds, French Lavender leaves",30 pcs | 30 cups,"Rs.1,749",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/IC-01-2_1000x.jpg?v=1640179286
340,White Silver Needle Harmony,1. Promotes relaxation 2. High in antioxidants 3. Controls diabetes 4. Promotes weight loss 5. Good for eyes 6. Replenishes fever 7. Prevents respiratory disorders 8. Natural stress buster,"Organic White Silverneedle buds, Yellow Chrysanthemum petals","Tea Tin, 50 gms = 50 cups","Rs.1,099",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/WhiteSilverneedle_1000x.jpg?v=1597920326
341,"Chinese Red Leaf - Platine Black loose leaf Tea pouch, 100G","Rich in anti-oxidants, Boosts heart functions, Cleanses the body, Aids weight loss, Fights cancer.",Whole leaves Black Tea,100 gms | 166 cups,"Rs.1,649",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT04_1000x.jpg?v=1581329562
